movie_id,title,year,industry,language,country,genre,director,cast,runtime_minutes,rating,overview,keywords,rag_text,data_type
889,Bollywood Story 2023 389,2023,Bollywood,Hindi,India,Mystery,Arjun Rao,Arjun Kumar; Noah Smith,133,8.2,"Bollywood Story 2023 389 is a mystery film released in 2023. It follows Arjun Kumar and Noah Smith through a story involving clues, investigation, hidden truth. The film is directed by Arjun Rao and belongs to the Bollywood film industry.","clues, investigation, hidden truth","Title: Bollywood Story 2023 389. Year: 2023. Industry: Bollywood. Language: Hindi. Country: India. Genre: Mystery. Director: Arjun Rao. Cast: Arjun Kumar, Noah Smith. Runtime: 133 minutes. Rating: 8.2. Overview: Bollywood Story 2023 389 is a mystery film released in 2023. It follows Arjun Kumar and Noah Smith through a story involving clues, investigation, hidden truth. The film is directed by Arjun Rao and belongs to the Bollywood film industry. Keywords: clues, investigation, hidden truth.",synthetic_demo_data
1433,Tollywood Story 2025 433,2025,Tollywood,Telugu,India,Comedy,Aarav Mehta,Ayaan Khan; Olivia Wilson,117,6.5,"Tollywood Story 2025 433 is a comedy film released in 2025. It follows Ayaan Khan and Olivia Wilson through a story involving friendship, humor, unexpected events. The film is directed by Aarav Mehta and belongs to the Tollywood film industry.","friendship, humor, unexpected events","Title: Tollywood Story 2025 433. Year: 2025. Industry: Tollywood. Language: Telugu. Country: India. Genre: Comedy. Director: Aarav Mehta. Cast: Ayaan Khan, Olivia Wilson. Runtime: 117 minutes. Rating: 6.5. Overview: Tollywood Story 2025 433 is a comedy film released in 2025. It follows Ayaan Khan and Olivia Wilson through a story involving friendship, humor, unexpected events. The film is directed by Aarav Mehta and belongs to the Tollywood film industry. Keywords: friendship, humor, unexpected events.",synthetic_demo_data
713,Bollywood Story 2022 213,2022,Bollywood,Hindi,India,Comedy,Vikram Singh,Vivek Rao; Emma Brown,116,8.8,"Bollywood Story 2022 213 is a comedy film released in 2022. It follows Vivek Rao and Emma Brown through a story involving friendship, humor, unexpected events. The film is directed by Vikram Singh and belongs to the Bollywood film industry.","friendship, humor, unexpected events","Title: Bollywood Story 2022 213. Year: 2022. Industry: Bollywood. Language: Hindi. Country: India. Genre: Comedy. Director: Vikram Singh. Cast: Vivek Rao, Emma Brown. Runtime: 116 minutes. Rating: 8.8. Overview: Bollywood Story 2022 213 is a comedy film released in 2022. It follows Vivek Rao and Emma Brown through a story involving friendship, humor, unexpected events. The film is directed by Vikram Singh and belongs to the Bollywood film industry. Keywords: friendship, humor, unexpected events.",synthetic_demo_data
1383,Tollywood Story 2024 383,2024,Tollywood,Telugu,India,Comedy,Kiran Varma,Ananya Reddy; Sophia Davis,91,6.6,"Tollywood Story 2024 383 is a comedy film released in 2024. It follows Ananya Reddy and Sophia Davis through a story involving friendship, humor, unexpected events. The film is directed by Kiran Varma and belongs to the Tollywood film industry.","friendship, humor, unexpected events","Title: Tollywood Story 2024 383. Year: 2024. Industry: Tollywood. Language: Telugu. Country: India. Genre: Comedy. Director: Kiran Varma. Cast: Ananya Reddy, Sophia Davis. Runtime: 91 minutes. Rating: 6.6. Overview: Tollywood Story 2024 383 is a comedy film released in 2024. It follows Ananya Reddy and Sophia Davis through a story involving friendship, humor, unexpected events. The film is directed by Kiran Varma and belongs to the Tollywood film industry. Keywords: friendship, humor, unexpected events.",synthetic_demo_data
71,Hollywood Story 2020 071,2020,Hollywood,English,United States,Action,Kiran Varma,Ananya Reddy; Sophia Davis,94,7.1,"Hollywood Story 2020 071 is a action film released in 2020. It follows Ananya Reddy and Sophia Davis through a story involving mission, chase, conflict. The film is directed by Kiran Varma and belongs to the Hollywood film industry.","mission, chase, conflict","Title: Hollywood Story 2020 071. Year: 2020. Industry: Hollywood. Language: English. Country: United States. Genre: Action. Director: Kiran Varma. Cast: Ananya Reddy, Sophia Davis. Runtime: 94 minutes. Rating: 7.1. Overview: Hollywood Story 2020 071 is a action film released in 2020. It follows Ananya Reddy and Sophia Davis through a story involving mission, chase, conflict. The film is directed by Kiran Varma and belongs to the Hollywood film industry. Keywords: mission, chase, conflict.",synthetic_demo_data
1269,Tollywood Story 2022 269,2022,Tollywood,Telugu,India,Mystery,Arjun Rao,Arjun Kumar; Noah Smith,103,7.2,"Tollywood Story 2022 269 is a mystery film released in 2022. It follows Arjun Kumar and Noah Smith through a story involving clues, investigation, hidden truth. The film is directed by Arjun Rao and belongs to the Tollywood film industry.","clues, investigation, hidden truth","Title: Tollywood Story 2022 269. Year: 2022. Industry: Tollywood. Language: Telugu. Country: India. Genre: Mystery. Director: Arjun Rao. Cast: Arjun Kumar, Noah Smith. Runtime: 103 minutes. Rating: 7.2. Overview: Tollywood Story 2022 269 is a mystery film released in 2022. It follows Arjun Kumar and Noah Smith through a story involving clues, investigation, hidden truth. The film is directed by Arjun Rao and belongs to the Tollywood film industry. Keywords: clues, investigation, hidden truth.",synthetic_demo_data
1492,Tollywood Story 2021 492,2021,Tollywood,Telugu,India,Drama,David Thomas,Liam Johnson; Arjun Kumar,125,8.8,"Tollywood Story 2021 492 is a drama film released in 2021. It follows Liam Johnson and Arjun Kumar through a story involving family, ambition, relationships. The film is directed by David Thomas and belongs to the Tollywood film industry.","family, ambition, relationships","Title: Tollywood Story 2021 492. Year: 2021. Industry: Tollywood. Language: Telugu. Country: India. Genre: Drama. Director: David Thomas. Cast: Liam Johnson, Arjun Kumar. Runtime: 125 minutes. Rating: 8.8. Overview: Tollywood Story 2021 492 is a drama film released in 2021. It follows Liam Johnson and Arjun Kumar through a story involving family, ambition, relationships. The film is directed by David Thomas and belongs to the Tollywood film industry. Keywords: family, ambition, relationships.",synthetic_demo_data
608,Bollywood Story 2022 108,2022,Bollywood,Hindi,India,Adventure,David Thomas,Liam Johnson; Arjun Kumar,110,8.7,"Bollywood Story 2022 108 is a adventure film released in 2022. It follows Liam Johnson and Arjun Kumar through a story involving journey, exploration, discovery. The film is directed by David Thomas and belongs to the Bollywood film industry.","journey, exploration, discovery","Title: Bollywood Story 2022 108. Year: 2022. Industry: Bollywood. Language: Hindi. Country: India. Genre: Adventure. Director: David Thomas. Cast: Liam Johnson, Arjun Kumar. Runtime: 110 minutes. Rating: 8.7. Overview: Bollywood Story 2022 108 is a adventure film released in 2022. It follows Liam Johnson and Arjun Kumar through a story involving journey, exploration, discovery. The film is directed by David Thomas and belongs to the Bollywood film industry. Keywords: journey, exploration, discovery.",synthetic_demo_data
434,Hollywood Story 2026 434,2026,Hollywood,English,United States,Thriller,Maya Sharma,Emma Brown; Ravi Patel,124,7.8,"Hollywood Story 2026 434 is a thriller film released in 2026. It follows Emma Brown and Ravi Patel through a story involving suspense, investigation, danger. The film is directed by Maya Sharma and belongs to the Hollywood film industry.","suspense, investigation, danger","Title: Hollywood Story 2026 434. Year: 2026. Industry: Hollywood. Language: English. Country: United States. Genre: Thriller. Director: Maya Sharma. Cast: Emma Brown, Ravi Patel. Runtime: 124 minutes. Rating: 7.8. Overview: Hollywood Story 2026 434 is a thriller film released in 2026. It follows Emma Brown and Ravi Patel through a story involving suspense, investigation, danger. The film is directed by Maya Sharma and belongs to the Hollywood film industry. Keywords: suspense, investigation, danger.",synthetic_demo_data
52,Hollywood Story 2022 052,2022,Hollywood,English,United States,Drama,Sophia Wilson,Sophia Davis; Vivek Rao,123,7.2,"Hollywood Story 2022 052 is a drama film released in 2022. It follows Sophia Davis and Vivek Rao through a story involving family, ambition, relationships. The film is directed by Sophia Wilson and belongs to the Hollywood film industry.","family, ambition, relationships","Title: Hollywood Story 2022 052. Year: 2022. Industry: Hollywood. Language: English. Country: United States. Genre: Drama. Director: Sophia Wilson. Cast: Sophia Davis, Vivek Rao. Runtime: 123 minutes. Rating: 7.2. Overview: Hollywood Story 2022 052 is a drama film released in 2022. It follows Sophia Davis and Vivek Rao through a story involving family, ambition, relationships. The film is directed by Sophia Wilson and belongs to the Hollywood film industry. Keywords: family, ambition, relationships.",synthetic_demo_data
1200,Tollywood Story 2023 200,2023,Tollywood,Telugu,India,Crime,Priya Reddy,Mia Taylor; Ayaan Khan,106,7.4,"Tollywood Story 2023 200 is a crime film released in 2023. It follows Mia Taylor and Ayaan Khan through a story involving police, conspiracy, investigation. The film is directed by Priya Reddy and belongs to the Tollywood film industry.","police, conspiracy, investigation","Title: Tollywood Story 2023 200. Year: 2023. Industry: Tollywood. Language: Telugu. Country: India. Genre: Crime. Director: Priya Reddy. Cast: Mia Taylor, Ayaan Khan. Runtime: 106 minutes. Rating: 7.4. Overview: Tollywood Story 2023 200 is a crime film released in 2023. It follows Mia Taylor and Ayaan Khan through a story involving police, conspiracy, investigation. The film is directed by Priya Reddy and belongs to the Tollywood film industry. Keywords: police, conspiracy, investigation.",synthetic_demo_data
1129,Tollywood Story 2022 129,2022,Tollywood,Telugu,India,Mystery,Vikram Singh,Vivek Rao; Emma Brown,95,8.1,"Tollywood Story 2022 129 is a mystery film released in 2022. It follows Vivek Rao and Emma Brown through a story involving clues, investigation, hidden truth. The film is directed by Vikram Singh and belongs to the Tollywood film industry.","clues, investigation, hidden truth","Title: Tollywood Story 2022 129. Year: 2022. Industry: Tollywood. Language: Telugu. Country: India. Genre: Mystery. Director: Vikram Singh. Cast: Vivek Rao, Emma Brown. Runtime: 95 minutes. Rating: 8.1. Overview: Tollywood Story 2022 129 is a mystery film released in 2022. It follows Vivek Rao and Emma Brown through a story involving clues, investigation, hidden truth. The film is directed by Vikram Singh and belongs to the Tollywood film industry. Keywords: clues, investigation, hidden truth.",synthetic_demo_data
1191,Tollywood Story 2021 191,2021,Tollywood,Telugu,India,Action,Kiran Varma,Ananya Reddy; Sophia Davis,124,8.1,"Tollywood Story 2021 191 is a action film released in 2021. It follows Ananya Reddy and Sophia Davis through a story involving mission, chase, conflict. The film is directed by Kiran Varma and belongs to the Tollywood film industry.","mission, chase, conflict","Title: Tollywood Story 2021 191. Year: 2021. Industry: Tollywood. Language: Telugu. Country: India. Genre: Action. Director: Kiran Varma. Cast: Ananya Reddy, Sophia Davis. Runtime: 124 minutes. Rating: 8.1. Overview: Tollywood Story 2021 191 is a action film released in 2021. It follows Ananya Reddy and Sophia Davis through a story involving mission, chase, conflict. The film is directed by Kiran Varma and belongs to the Tollywood film industry. Keywords: mission, chase, conflict.",synthetic_demo_data
1250,Tollywood Story 2024 250,2024,Tollywood,Telugu,India,Crime,Emma Brooks,Noah Smith; Rahul Verma,132,7.3,"Tollywood Story 2024 250 is a crime film released in 2024. It follows Noah Smith and Rahul Verma through a story involving police, conspiracy, investigation. The film is directed by Emma Brooks and belongs to the Tollywood film industry.","police, conspiracy, investigation","Title: Tollywood Story 2024 250. Year: 2024. Industry: Tollywood. Language: Telugu. Country: India. Genre: Crime. Director: Emma Brooks. Cast: Noah Smith, Rahul Verma. Runtime: 132 minutes. Rating: 7.3. Overview: Tollywood Story 2024 250 is a crime film released in 2024. It follows Noah Smith and Rahul Verma through a story involving police, conspiracy, investigation. The film is directed by Emma Brooks and belongs to the Tollywood film industry. Keywords: police, conspiracy, investigation.",synthetic_demo_data
1420,Tollywood Story 2026 420,2026,Tollywood,Telugu,India,Crime,David Thomas,Liam Johnson; Arjun Kumar,107,8.2,"Tollywood Story 2026 420 is a crime film released in 2026. It follows Liam Johnson and Arjun Kumar through a story involving police, conspiracy, investigation. The film is directed by David Thomas and belongs to the Tollywood film industry.","police, conspiracy, investigation","Title: Tollywood Story 2026 420. Year: 2026. Industry: Tollywood. Language: Telugu. Country: India. Genre: Crime. Director: David Thomas. Cast: Liam Johnson, Arjun Kumar. Runtime: 107 minutes. Rating: 8.2. Overview: Tollywood Story 2026 420 is a crime film released in 2026. It follows Liam Johnson and Arjun Kumar through a story involving police, conspiracy, investigation. The film is directed by David Thomas and belongs to the Tollywood film industry. Keywords: police, conspiracy, investigation.",synthetic_demo_data
433,Hollywood Story 2025 433,2025,Hollywood,English,United States,Comedy,Aarav Mehta,Ayaan Khan; Olivia Wilson,117,6.5,"Hollywood Story 2025 433 is a comedy film released in 2025. It follows Ayaan Khan and Olivia Wilson through a story involving friendship, humor, unexpected events. The film is directed by Aarav Mehta and belongs to the Hollywood film industry.","friendship, humor, unexpected events","Title: Hollywood Story 2025 433. Year: 2025. Industry: Hollywood. Language: English. Country: United States. Genre: Comedy. Director: Aarav Mehta. Cast: Ayaan Khan, Olivia Wilson. Runtime: 117 minutes. Rating: 6.5. Overview: Hollywood Story 2025 433 is a comedy film released in 2025. It follows Ayaan Khan and Olivia Wilson through a story involving friendship, humor, unexpected events. The film is directed by Aarav Mehta and belongs to the Hollywood film industry. Keywords: friendship, humor, unexpected events.",synthetic_demo_data
1453,Tollywood Story 2024 453,2024,Tollywood,Telugu,India,Comedy,Vikram Singh,Vivek Rao; Emma Brown,95,7.7,"Tollywood Story 2024 453 is a comedy film released in 2024. It follows Vivek Rao and Emma Brown through a story involving friendship, humor, unexpected events. The film is directed by Vikram Singh and belongs to the Tollywood film industry.","friendship, humor, unexpected events","Title: Tollywood Story 2024 453. Year: 2024. Industry: Tollywood. Language: Telugu. Country: India. Genre: Comedy. Director: Vikram Singh. Cast: Vivek Rao, Emma Brown. Runtime: 95 minutes. Rating: 7.7. Overview: Tollywood Story 2024 453 is a comedy film released in 2024. It follows Vivek Rao and Emma Brown through a story involving friendship, humor, unexpected events. The film is directed by Vikram Singh and belongs to the Tollywood film industry. Keywords: friendship, humor, unexpected events.",synthetic_demo_data
1471,Tollywood Story 2021 471,2021,Tollywood,Telugu,India,Action,Daniel Carter,Rahul Verma; Mia Taylor,140,6.3,"Tollywood Story 2021 471 is a action film released in 2021. It follows Rahul Verma and Mia Taylor through a story involving mission, chase, conflict. The film is directed by Daniel Carter and belongs to the Tollywood film industry.","mission, chase, conflict","Title: Tollywood Story 2021 471. Year: 2021. Industry: Tollywood. Language: Telugu. Country: India. Genre: Action. Director: Daniel Carter. Cast: Rahul Verma, Mia Taylor. Runtime: 140 minutes. Rating: 6.3. Overview: Tollywood Story 2021 471 is a action film released in 2021. It follows Rahul Verma and Mia Taylor through a story involving mission, chase, conflict. The film is directed by Daniel Carter and belongs to the Tollywood film industry. Keywords: mission, chase, conflict.",synthetic_demo_data
1235,Tollywood Story 2023 235,2023,Tollywood,Telugu,India,Romance,Ryan Miller,Ravi Patel; Liam Johnson,108,6.4,"Tollywood Story 2023 235 is a romance film released in 2023. It follows Ravi Patel and Liam Johnson through a story involving love, relationships, emotional journey. The film is directed by Ryan Miller and belongs to the Tollywood film industry.","love, relationships, emotional journey","Title: Tollywood Story 2023 235. Year: 2023. Industry: Tollywood. Language: Telugu. Country: India. Genre: Romance. Director: Ryan Miller. Cast: Ravi Patel, Liam Johnson. Runtime: 108 minutes. Rating: 6.4. Overview: Tollywood Story 2023 235 is a romance film released in 2023. It follows Ravi Patel and Liam Johnson through a story involving love, relationships, emotional journey. The film is directed by Ryan Miller and belongs to the Tollywood film industry. Keywords: love, relationships, emotional journey.",synthetic_demo_data
1282,Tollywood Story 2021 282,2021,Tollywood,Telugu,India,Drama,Nisha Kapoor,Olivia Wilson; Ananya Reddy,113,8.6,"Tollywood Story 2021 282 is a drama film released in 2021. It follows Olivia Wilson and Ananya Reddy through a story involving family, ambition, relationships. The film is directed by Nisha Kapoor and belongs to the Tollywood film industry.","family, ambition, relationships","Title: Tollywood Story 2021 282. Year: 2021. Industry: Tollywood. Language: Telugu. Country: India. Genre: Drama. Director: Nisha Kapoor. Cast: Olivia Wilson, Ananya Reddy. Runtime: 113 minutes. Rating: 8.6. Overview: Tollywood Story 2021 282 is a drama film released in 2021. It follows Olivia Wilson and Ananya Reddy through a story involving family, ambition, relationships. The film is directed by Nisha Kapoor and belongs to the Tollywood film industry. Keywords: family, ambition, relationships.",synthetic_demo_data
1086,Tollywood Story 2021 086,2021,Tollywood,Telugu,India,Science Fiction,Maya Sharma,Emma Brown; Ravi Patel,118,8.0,"Tollywood Story 2021 086 is a science fiction film released in 2021. It follows Emma Brown and Ravi Patel through a story involving technology, future, artificial intelligence. The film is directed by Maya Sharma and belongs to the Tollywood film industry.","technology, future, artificial intelligence","Title: Tollywood Story 2021 086. Year: 2021. Industry: Tollywood. Language: Telugu. Country: India. Genre: Science Fiction. Director: Maya Sharma. Cast: Emma Brown, Ravi Patel. Runtime: 118 minutes. Rating: 8.0. Overview: Tollywood Story 2021 086 is a science fiction film released in 2021. It follows Emma Brown and Ravi Patel through a story involving technology, future, artificial intelligence. The film is directed by Maya Sharma and belongs to the Tollywood film industry. Keywords: technology, future, artificial intelligence.",synthetic_demo_data
611,Bollywood Story 2025 111,2025,Bollywood,Hindi,India,Action,Daniel Carter,Rahul Verma; Mia Taylor,131,6.4,"Bollywood Story 2025 111 is a action film released in 2025. It follows Rahul Verma and Mia Taylor through a story involving mission, chase, conflict. The film is directed by Daniel Carter and belongs to the Bollywood film industry.","mission, chase, conflict","Title: Bollywood Story 2025 111. Year: 2025. Industry: Bollywood. Language: Hindi. Country: India. Genre: Action. Director: Daniel Carter. Cast: Rahul Verma, Mia Taylor. Runtime: 131 minutes. Rating: 6.4. Overview: Bollywood Story 2025 111 is a action film released in 2025. It follows Rahul Verma and Mia Taylor through a story involving mission, chase, conflict. The film is directed by Daniel Carter and belongs to the Bollywood film industry. Keywords: mission, chase, conflict.",synthetic_demo_data
1285,Tollywood Story 2024 285,2024,Tollywood,Telugu,India,Romance,Vikram Singh,Vivek Rao; Emma Brown,134,6.3,"Tollywood Story 2024 285 is a romance film released in 2024. It follows Vivek Rao and Emma Brown through a story involving love, relationships, emotional journey. The film is directed by Vikram Singh and belongs to the Tollywood film industry.","love, relationships, emotional journey","Title: Tollywood Story 2024 285. Year: 2024. Industry: Tollywood. Language: Telugu. Country: India. Genre: Romance. Director: Vikram Singh. Cast: Vivek Rao, Emma Brown. Runtime: 134 minutes. Rating: 6.3. Overview: Tollywood Story 2024 285 is a romance film released in 2024. It follows Vivek Rao and Emma Brown through a story involving love, relationships, emotional journey. The film is directed by Vikram Singh and belongs to the Tollywood film industry. Keywords: love, relationships, emotional journey.",synthetic_demo_data
1042,Tollywood Story 2026 042,2026,Tollywood,Telugu,India,Drama,Nisha Kapoor,Olivia Wilson; Ananya Reddy,134,6.6,"Tollywood Story 2026 042 is a drama film released in 2026. It follows Olivia Wilson and Ananya Reddy through a story involving family, ambition, relationships. The film is directed by Nisha Kapoor and belongs to the Tollywood film industry.","family, ambition, relationships","Title: Tollywood Story 2026 042. Year: 2026. Industry: Tollywood. Language: Telugu. Country: India. Genre: Drama. Director: Nisha Kapoor. Cast: Olivia Wilson, Ananya Reddy. Runtime: 134 minutes. Rating: 6.6. Overview: Tollywood Story 2026 042 is a drama film released in 2026. It follows Olivia Wilson and Ananya Reddy through a story involving family, ambition, relationships. The film is directed by Nisha Kapoor and belongs to the Tollywood film industry. Keywords: family, ambition, relationships.",synthetic_demo_data
221,Hollywood Story 2023 221,2023,Hollywood,English,United States,Action,Arjun Rao,Arjun Kumar; Noah Smith,91,6.8,"Hollywood Story 2023 221 is a action film released in 2023. It follows Arjun Kumar and Noah Smith through a story involving mission, chase, conflict. The film is directed by Arjun Rao and belongs to the Hollywood film industry.","mission, chase, conflict","Title: Hollywood Story 2023 221. Year: 2023. Industry: Hollywood. Language: English. Country: United States. Genre: Action. Director: Arjun Rao. Cast: Arjun Kumar, Noah Smith. Runtime: 91 minutes. Rating: 6.8. Overview: Hollywood Story 2023 221 is a action film released in 2023. It follows Arjun Kumar and Noah Smith through a story involving mission, chase, conflict. The film is directed by Arjun Rao and belongs to the Hollywood film industry. Keywords: mission, chase, conflict.",synthetic_demo_data
